Version,Curso,ID_entrada,GLOSA,Clase Gramatical,DEFINICION,Composición,Secuencia,Definición especial,Imagen de la seña, Composición,Secuencia.1,Tipo de Seña,CM1,CM2,CM3,CM4,CM5,nombre_video
DBLSC,LSC0,116,CAMINAR-PIERNAS,VERBO,"Acción de ir andando, con énfasis en el movimiento físico de las extremidades inferiores. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),V,,,,,00116_caminarpie.mp4
DBLSC,LSC0,117,CANSADO,ADJETIVO,"Que padece de cansancio, falta de fuerzas por el trabajo o la fatiga. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Qf,,,,,00117_cansado.mp4
DBLSC,LSC0,118,COMER,VERBO,Masticar y deglutir un alimento sólido. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Q,,,,,00118_comer.mp4
DBLSC,LSC0,119,CORRER-BRAZOS,VERBO,"Desplazarse rápidamente, con énfasis visual o biomecánico en el movimiento oscilatorio de los brazos. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Af,,,,,00119_correrbraz.mp4
DBLSC,LSC0,120,CORRER-PIERNAS,VERBO,"Desplazarse rápidamente, con énfasis visual o biomecánico en el movimiento rápido de las piernas. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),V,,,,,00120_correrpier.mp4
DBLSC,LSC0,121,CRECER-PERSONA,VERBO,Aumento de estatura o desarrollo físico y madurativo de un ser humano. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,00121_crecerpers.mp4
DBLSC,LSC0,122,CRECER-GRUPO,VERBO,Aumento en el número de individuos o magnitud de un colectivo o agrupación. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xc,,,,,00122_crecergrup.mp4
DBLSC,LSC0,123,CRECER-CANTIDAD,VERBO,"Aumento numérico o volumétrico de objetos, sustancias o elementos inanimados. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),B,,,,,00123_crecercant.mp4
DBLSC,LSC0,124,CRECER-ANIMAL,VERBO,"Desarrollo físico, aumento de tamaño o maduración de una especie animal. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),B,,,,,00124_creceranim.mp4
DBLSC,LSC0,125,DÉBIL-FISICO,ADJETIVO,"Falto de vigor, fuerza o resistencia en el cuerpo humano. (Generada Gemini)",NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),J,J,,,,00125_debilfisic.mp4
DBLSC,LSC0,126,DÉBIL-MANOS,ADJETIVO,"Falta de fuerza, firmeza o tonicidad específicamente en la motricidad de las manos. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,J,,,,00126_debilmanos.mp4
DBLSC,LSC0,127,FLOJO,ADJETIVO,"Mal atado, poco tirante o falto de fuerza y vigor. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),X,,,,,00127_flojo.mp4
DBLSC,LSC0,128,DESANIMADO,ADJETIVO,"Falto de ánimo, valor o energía. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Af,E,,,,00128_desanimado.mp4
DBLSC,LSC0,129,DESCANSAR,VERBO,"Cesar en el trabajo, reparar las fuerzas con la quietud. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),V,V,,,,00129_descansar.mp4
DBLSC,LSC0,130,DESPERTAR-OJOS,VERBO,"Interrumpir el sueño, con énfasis en la acción física de abrir los párpados. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Pa,Pa,,,,00130_despertaro.mp4
DBLSC,LSC0,131,DESPERTAR-LEVANTARSE,VERBO,Interrumpir el sueño y proceder inmediatamente a incorporarse o salir de la cama. (Generada Gemini),SI,2 señas,NO,SI,SI,2 señas,Simétrica (tipo I),A,A,V,J,,00131_despertarl.mp4
DBLSC,LSC0,132,DORMIR-OJOS,VERBO,"Estar en estado de reposo consistente en la inacción, con énfasis visual en el cierre de los ojos. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Pa,Pa,,,,00132_dormirojos.mp4
DBLSC,LSC0,133,DORMIR-MANOS,VERBO,"Expresión de dormir indicando reposo, con apoyo o configuración específica de las manos como almohada en lengua de señas. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),B,B,,,,00133_dormirmano.mp4
DBLSC,LSC0,134,DORMIR-PARPADOS,VERBO,Acción de dormir centrada en la pesadez o cierre prolongado de los párpados. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),B,B,,,,00134_dormirparp.mp4
DBLSC,LSC0,135,EMBARAZO,SUSTANTIVO,"Estado de la mujer encinta, desde la concepción hasta el parto. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),A,,,,,00135_embarazo.mp4
DBLSC,LSC0,136,EMBARAZO-BARRIGA,SUSTANTIVO,Referencia al estado de gestación con énfasis en el abultamiento del vientre. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,00136_embarazoba.mp4
DBLSC,LSC0,137,HACER-EL-AMOR,VERBO,Realizar el coito. / Tener relaciones sexuales. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Hl,,,,,00137_hacerelamo.mp4
DBLSC,LSC0,138,HAMBRE-PUNZADA,SUSTANTIVO,Sensación aguda o dolorosa en el estómago causada por la necesidad intensa de comer. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bc,,,,,00138_hambrepunz.mp4
DBLSC,LSC0,139,HAMBRE,SUSTANTIVO,Gana y necesidad de comer. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),M,,,,,00139_hambre.mp4
DBLSC,LSC0,140,LLORAR,VERBO,Derramar lágrimas. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),P,P,,,,00140_llorar.mp4
DBLSC,LSC0,141,LLORAR-MUCHO,VERBO,Derramar lágrimas en gran cantidad o con mucha intensidad emocional (llanto profundo). (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),P,P,,,,00141_llorarmuch.mp4
DBLSC,LSC0,142,MORIR,VERBO,Llegar al término de la vida. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,00142_morir.mp4
DBLSC,LSC0,143,MORIR-PERDER,VERBO,"Concepto que asocia el fin de la vida con la pérdida de una persona, o figurativamente, perder definitivamente en un contexto competitivo. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),D,,,,,00143_morirperde.mp4
DBLSC,LSC0,144,NACER,VERBO,"Salir del vientre materno, del huevo o de la semilla. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,00144_nacer.mp4
DBLSC,LSC0,145,OBSERVAR,VERBO,"Mirar con atención y recato, atisbar. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),V,,,,,00145_observar.mp4
DBLSC,LSC0,146,SUPERVISAR,VERBO,Ejercer la inspección superior en trabajos realizados por otros. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Ud,Bl,,,,00146_supervisar.mp4
DBLSC,LSC0,147,VIGILAR,VERBO,Observar algo o a alguien atenta y cuidadosamente. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),V,Bl,,,,00147_vigilar.mp4
DBLSC,LSC0,148,PERCIBIR-OJO,VERBO,Captar imágenes o notar algo de forma visual a través del sentido de la vista. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),XX,,,,,00148_percibiroj.mp4
DBLSC,LSC0,149,FISCALIZAR,VERBO,"Hacer el oficio de fiscal, criticar y traer a juicio las acciones u obras de alguien. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Xe,,,,,00149_fiscalizar.mp4
DBLSC,LSC0,150,SABER-OIDAS,VERBO,"Tener conocimiento de algo por haberlo escuchado a otros (rumor), sin experiencia directa. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),C,,,,,00150_saberoidas.mp4
DBLSC,LSC0,151,OÍR,VERBO,Percibir con el oído los sonidos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),U,,,,,00151_oir.mp4
DBLSC,LSC0,152,PERCIBIR-OIDO,VERBO,"Captar sonidos, palabras o ruidos específicamente mediante el sentido de la audición. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Hl,,,,,00152_percibiroi.mp4
DBLSC,LSC0,153,ENTERARSE,VERBO,Tomar conocimiento de un asunto o recibir información sobre algo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),Ud,,,,,00153_enterarse.mp4
DBLSC,LSC0,154,OLER(2),VERBO,Variante léxica o de seña para la acción de percibir los olores. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),J,P,,,,00154_oler2.mp4
DBLSC,LSC0,155,PERCIBIR-OLFATO,VERBO,Captar o notar emanaciones o aromas a través del sentido del olfato. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),D,,,,,00155_percibirol.mp4
DBLSC,LSC0,156,PENE,SUSTANTIVO,Órgano copulador y miccionador del hombre y de los animales machos de muchas especies. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),L,,,,,00156_pene.mp4
DBLSC,LSC0,157,REÍR,VERBO,Manifestar alegría con movimientos de la cara y sonidos inarticulados. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),XX,,,,,00157_reir.mp4
DBLSC,LSC0,158,REÍR-C,VERBO,"Variante de la expresión de risa, indicando una configuración manual específica (""C"") en lengua de señas. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Cb,,,,,00158_reirc.mp4
DBLSC,LSC0,159,REIR-SONRISA,VERBO,"Expresión facial de alegría más contenida y silenciosa que la risa, donde se curvan los labios. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),D,X,,,,00159_reirsonris.mp4
DBLSC,LSC0,160,REIR-CARCAJADA,VERBO,"Risa impetuosa, ruidosa y abierta. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),J,,,,,00160_reircarcaj.mp4
DBLSC,LSC0,161,RESPIRAR-NARIZ,VERBO,"Acción de absorber y expulsar el aire, enfatizando el flujo a través de las fosas nasales. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),U,,,,,00161_respirarna.mp4
DBLSC,LSC0,162,RESPIRAR-PECHO,VERBO,"Acción de respirar, enfatizando el movimiento de expansión y contracción del tórax. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),J,,,,,00162_respirarpe.mp4
DBLSC,LSC0,163,SED,SUSTANTIVO,Gana y necesidad de beber. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Pa,,,,,00163_sed.mp4
DBLSC,LSC0,164,SENTARSE,VERBO,Ponerse en un asiento u otro lugar de modo que este sostenga la mayor parte del cuerpo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),XXe,,,,,00164_sentarse.mp4
DBLSC,LSC0,165,SENTIR,VERBO,Experimentar sensaciones producidas por causas externas o internas. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),N,,,,,00165_sentir.mp4
DBLSC,LSC0,166,INTUIR,VERBO,"Percibir íntima e instantáneamente una idea o verdad, tal como si se la tuviera a la vista. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Compuestas (tipo C),U,,,,,00166_intuir.mp4
DBLSC,LSC0,167,LAMENTAR,VERBO,"Sentir pena, contrariedad, arrepentimiento, etc., por algo. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Unimanual en contacto (tipo X),C,S,,,,00167_lamentar.mp4
DBLSC,LSC0,168,DECEPCION,SUSTANTIVO,Pesar causado por un desengaño. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),C,S,,,,00168_decepcion.mp4
DBLSC,LSC0,169,GOZO,SUSTANTIVO,"Alegría del ánimo, sentimiento de complacencia en la posesión, recuerdo o esperanza de bienes o cosas apetecibles. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Qa,Qe,,,,00169_gozo.mp4
DBLSC,LSC0,170,SOÑAR-Z,VERBO,"Representar en la fantasía sucesos mientras se duerme, asociado simbólicamente al ícono de la letra ""Z"". (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),P,X,,,,00170_soñar.mp4
DBLSC,LSC0,171,SOÑAR-NUBE,VERBO,"Variante de la seña de soñar, representada icónicamente como una nube o pensamiento durante el sueño. (Generada Gemini)",NO,1 seña,NO,SI,SI,3 señas,Asimétrica (tipo III),S,N,Jc,,,00171_soñarnube.mp4
DBLSC,LSC0,172,TOCA-DEBE,VERBO,Obligación o necesidad ineludible de realizar una acción. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),N,S,,,,00172_tocardebe.mp4
DBLSC,LSC0,173,TOCAR-INAPROPIADO,VERBO,Acción de tocar el cuerpo de otra persona de manera indebida o abusiva. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),N,,,,,00173_tocarinapr.mp4
DBLSC,LSC0,174,PALPAR-INAPROPIADO,VERBO,Tocar tactilmente de forma indebida o inoportuna a alguien. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),Jc,,,,,00174_palmarinap.mp4
DBLSC,LSC0,175,TOMAR-LIQUIDO,VERBO,Ingerir una bebida o sustancia líquida. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),C,,,,,00175_tomarliqui.mp4
DBLSC,LSC0,176,TOMAR-PERSONA,VERBO,"Asir, agarrar o capturar a un individuo. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),S,,,,,00176_tomarperso.mp4
DBLSC,LSC0,177,VIDA-V,SUSTANTIVO,"Variante de seña para vida, ejecutada frecuentemente con configuración manual en ""V"". (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),V,,,,,00177_vida.mp4
DBLSC,LSC0,178,VIVO-ESTAR,VERBO,"Condición de tener vida, estar con existencia activa. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Q,Jc,,,,00178_vivoestar.mp4
DBLSC,LSC1,179,AGUACATE,SUSTANTIVO,"Fruto del aguacatero, comestible, de forma ovalada, piel verde oscura y pulpa cremosa con un hueso grande en el centro. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,Cl,,,,00179_aguacate.mp4
DBLSC,LSC1,180,AJÍ,SUSTANTIVO,"Fruto de algunas especies de pimiento, picante. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Compuestas (tipo C),P,J,,,,00180_aji.mp4
DBLSC,LSC1,181,AJO,SUSTANTIVO,"Planta liliácea de bulbos blancos, olor fuerte y sabor picante, muy usada como condimento. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),E,,,,,00181_ajo.mp4
DBLSC,LSC1,182,ARVEJA,SUSTANTIVO,"Planta leguminosa herbácea, cuyos frutos son guisantes o chícharos. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Lc,Al,,,,00182_arveja.mp4
DBLSC,LSC1,183,BANANO,SUSTANTIVO,"Árbol musáceo y su fruto, el banano o plátano. (RAE)",SI,2 señas,NO,SI,SI,2 señas,Asimétrica (tipo III),S,Al,,,,00183_banano.mp4
DBLSC,LSC1,184,PELAR-COSA,VERBO,Quitar la cáscara o cubierta a un objeto o alimento. (Generada Gemini),SI,2 señas,SI,SI,SI,2 señas,Asimétrica (tipo III),Q,Al,,,,00184_pelarcosa.mp4
DBLSC,LSC1,185,CEBOLLA-CABEZONA,SUSTANTIVO,Variedad de cebolla de forma esférica o bulbosa. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Q,Bl,,,,00185_cebollacab.mp4
DBLSC,LSC1,186,CEBOLLA-LARGA,SUSTANTIVO,"Cebolla en rama o junca, de tallos largos y verdes. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Za,,,,,00186_cebollalar.mp4
DBLSC,LSC1,187,COCO,SUSTANTIVO,"Fruto del cocotero, de forma redonda, corteza fibrosa y pulpa blanca comestible con líquido en su interior. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Jc,,,,,00187_coco.mp4
DBLSC,LSC1,188,CURUBA,SUSTANTIVO,"Fruto de la curubita, alargado, de cáscara verdosa o amarillenta y pulpa jugosa con muchas semillas pequeñas. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Simétrica (tipo I),Jc,Q,,,,00188_curuba.mp4
DBLSC,LSC1,189,DURAZNO-TEXTURA,SUSTANTIVO,"Fruto del duraznero, destacando la característica aterciopelada de su piel. (Generada Gemini)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),S,Gl,,,,00189_duraznotex.mp4
DBLSC,LSC1,190,DURAZNO-RAYA,SUSTANTIVO,Variedad o representación gráfica del durazno con líneas o marcas características en el corpus. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),C,A,,,,00190_duraznoray.mp4
DBLSC,LSC1,191,FRESA,SUSTANTIVO,"Fruto comestible de la planta del mismo nombre, de color rojo vivo y forma cónica u ovalada. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Q,Pc,,,,00191_fresa.mp4
DBLSC,LSC0,192,ADULTO,SUSTANTIVO,Dicho de una persona o animal: que ha llegado a la plenitud de su desarrollo físico y biológico. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Ql,,,,,00192_adulto.mp4
DBLSC,LSC0,193,ALGUNOS,FUNCION,Indica una cantidad indefinida de personas o cosas dentro de un conjunto. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),P,,,,,00193_algunos.mp4
DBLSC,LSC0,194,ANCIANO,SUSTANTIVO,Dicho de una persona: de edad avanzada. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),S,,,,,00194_anciano.mp4
DBLSC,LSC0,195,SALTAR,VERBO,Impulsarse con los pies desde una superficie para elevarse en el aire. (RAE),NO,1 seña,NO,SI,NO,1 seña,Asimétrica (tipo III),Bl,V,XX,,,00195_saltar.mp4
DBLSC,LSC0,196,ÉL-ELLA,SUSTANTIVO,Pronombres personales de tercera persona del singular para referirse a un varón o a una mujer. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),P,,,,,00196_elella.mp4
DBLSC,LSC0,197,ELLAS-ELLOS,SUSTANTIVO,Pronombres personales de tercera persona del plural. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),P,,,,,00197_ellasellos.mp4
DBLSC,LSC0,198,ELLOS-DOS/USTEDES-DOS,SUSTANTIVO,Dual pronominal que designa específicamente a un par de personas. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),K,,,,,00198_ellosdosus.mp4
DBLSC,LSC0,199,HOMBRE,SUSTANTIVO,"Ser animado racional, varón. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Ta,Tb,,,,00199_hombre.mp4
DBLSC,LSC1,200,HOMOSEXUAL,ADJETIVO,Dicho de una persona: que siente atracción sexual hacia personas de su mismo sexo. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Tb,,,,,00200_homosexual.mp4
DBLSC,LSC0,201,JOVEN,SUSTANTIVO,Que está en la juventud. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Y,,,,,00201_joven.mp4
DBLSC,LSC0,202,MAYOR,ADJETIVO,"Que supera a otra persona en edad, tamaño o jerarquía. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Ql,,,,,00202_mayor.mp4
DBLSC,LSC0,203,MUJER,SUSTANTIVO,Persona del sexo femenino. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Ql,,,,,00203_mujer.mp4
DBLSC,LSC0,204,NIÑO,SUSTANTIVO,Muchacho de poca edad. (RAE),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),H,O,,,,00204_niño.mp4
DBLSC,LSC0,205,NIÑA,SUSTANTIVO,Muchacha de poca edad. (RAE),NO,1 seña,NO,SI,NO,1 seña,Compuestas (tipo C),H,A,,,,00205_niña.mp4
DBLSC,LSC0,206,NOSOTROS,SUSTANTIVO,Pronombre personal que designa al grupo que incluye al hablante. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),H,,,,,00206_nosotros.mp4
DBLSC,LSC0,207,NUESTRO,ADJETIVO,Pronombre o determinante posesivo correspondiente a la primera persona del plural. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Q,,,,,00207_nuestro.mp4
DBLSC,LSC0,208,NOSOTROS-DOS,SUSTANTIVO,Dual inclusivo que se refiere exactamente a dos personas incluyéndose el hablante. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),K,,,,,00208_nosotrosdo.mp4
DBLSC,LSC0,209,PERSONA-OTRO,SUSTANTIVO,Designación de un individuo diferente al hablante o al referente principal. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xc,,,,,00209_personaotr.mp4
DBLSC,LSC0,210,PERSONA-INDIVIDUO,SUSTANTIVO,Unidad singular de la especie humana. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),K,,,,,00210_personaind.mp4
DBLSC,LSC0,211,PERSONAS-GENERAL,SUSTANTIVO,Conjunto genérico de seres humanos. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),K,,,,,00211_personasge.mp4
DBLSC,LSC0,212,PERSONAS-INDIVIDUOS,SUSTANTIVO,Plural enfático de personas consideradas individualmente. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Xc,,,,,00212_personasin.mp4
DBLSC,LSC0,213,SUYO,ADJETIVO,"Pronombre posesivo que pertenece a él, ella, usted o ustedes. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),B,,,,,00213_suyo.mp4
DBLSC,LSC0,214,SU,ADJETIVO,Determinante posesivo correspondiente a la tercera persona o de respeto. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),B,,,,,00214_su.mp4
DBLSC,LSC0,215,ASI-ES,ADVERBIO,Expresión afirmativa que indica conformidad o veracidad con lo dicho. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),J,,,,,00215_asies.mp4
DBLSC,LSC0,216,TODO,ADJETIVO,"Entero, total, aplicado a un conjunto sin excepciones. (RAE)",NO,1 seña,SI,SI,NO,1 seña,Semi-simétrica (tipo II),Ql,,,,,00216_todo.mp4
DBLSC,LSC0,217,TODOS,ADJETIVO,La totalidad de los individuos de un grupo. (RAE),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),J,Q,,,,00217_todos.mp4
DBLSC,LSC0,218,TODO-ESO,ADJETIVO,Conjunto o totalidad de aquello de lo que se habla. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),P,,,,,00218_todoeso.mp4
DBLSC,LSC0,219,TODO-CAMPO,ADJETIVO,Ámbito o superficie total abarcada en un contexto dado. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),J,,,,,00219_todocampo.mp4
DBLSC,LSC0,220,TÚ,SUSTANTIVO,Pronombre personal de segunda persona del singular. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Tf,,,,,00220_tu.mp4
DBLSC,LSC0,221,TÚ-MISMO,FUNCION,Pronombre enfático de segunda persona que designa al propio interlocutor. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Unimanual (tipo 0),A,,,,,00221_tumismo.mp4
DBLSC,LSC0,222,LO-MISMO,FUNCION,Expresión que indica igualdad o identidad entre dos cosas o situaciones. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),Bl,Y,,,,00222_lomismo.mp4
DBLSC,LSC0,223,ESO-MISMO,FUNCION,Afirmación de coincidencia exacta con lo expresado previamente. (Generada Gemini),NO,1 seña,SI,SI,NO,1 seña,Asimétrica (tipo III),J,Y,,,,00223_esomismo.mp4
DBLSC,LSC0,224,USTEDES,SUSTANTIVO,Pronombre personal de segunda persona del plural (usado en América y trato familiar en España). (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),Bl,,,,,00224_ustedes.mp4
DBLSC,LSC0,225,YO-MISMO,FUNCION,Pronombre enfático de primera persona que denota autoría o exclusividad propia. (Generada Gemini),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),A,,,,,00225_yomismo.mp4
DBLSC,LSC0,226,MIO,ADJETIVO,Pronombre posesivo de la primera persona del singular. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),Bl,,,,,00226_mio.mp4
DBLSC,LSC0,227,BIGOTE,SUSTANTIVO,Pelo que crece sobre el labio superior. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Pa,Pc,,,,00227_bigote.mp4
DBLSC,LSC0,228,BLANCO,ADJETIVO,"De color blanco, opuesto al negro. (RAE)",NO,1 seña,NO,SI,NO,1 seña,Unimanual (tipo 0),L,,,,,00228_blanco.mp4
DBLSC,LSC0,229,BOCA,SUSTANTIVO,Abertura corporal por donde se ingieren los alimentos y se emiten sonidos. (RAE),NO,1 seña,NO,SI,NO,1 seña,Unimanual en contacto (tipo X),L,,,,,00229_boca.mp4
DBLSC,LSC0,230,BRAZO,SUSTANTIVO,Parte del cuerpo humano que va desde el hombro hasta la mano. (RAE),NO,1 seña,NO,SI,NO,1 seña,Semi-simétrica (tipo II),Jb,Jb,,,,00230_brazo.mp4
DBLSC,LSC0,231,CABELLO,SUSTANTIVO,Conjunto de los cabellos que crecen en la cabeza. (RAE),NO,1 seña,NO,SI,NO,1 seña,Simétrica (tipo I),Jc,Q,,,,00231_cabello.mp4
